,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
12867,INN12868,2,0,0,3,Meal Plan 1,0,Room_Type 1,134,2017,8,13,Online,0,0,0,76.5,2,Not_Canceled
28328,INN28329,2,0,0,2,Meal Plan 1,0,Room_Type 4,7,2017,10,21,Online,0,0,0,136.0,2,Not_Canceled
13979,INN13980,2,0,0,5,Meal Plan 1,0,Room_Type 1,5,2018,1,5,Offline,0,0,0,56.0,0,Not_Canceled
26956,INN26957,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,6,2,Online,0,0,0,128.59,1,Not_Canceled
6474,INN06475,2,0,0,4,Not Selected,0,Room_Type 1,76,2018,4,12,Online,0,0,0,80.75,0,Canceled
28399,INN28400,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2018,2,12,Offline,0,0,0,87.0,0,Not_Canceled
24272,INN24273,2,2,0,3,Meal Plan 1,0,Room_Type 6,0,2017,10,7,Online,0,0,0,196.0,2,Not_Canceled
27808,INN27809,2,0,1,2,Not Selected,0,Room_Type 1,80,2018,3,25,Online,0,0,0,65.83,0,Not_Canceled
8811,INN08812,2,0,0,1,Not Selected,0,Room_Type 1,37,2018,9,2,Online,0,0,0,99.0,1,Canceled
27882,INN27883,2,0,2,3,Meal Plan 1,0,Room_Type 1,256,2018,10,16,Online,0,0,0,100.75,0,Canceled
492,INN00493,2,0,2,5,Meal Plan 1,0,Room_Type 1,98,2018,4,30,Online,0,0,0,109.81,0,Not_Canceled
11691,INN11692,3,0,0,3,Meal Plan 1,0,Room_Type 4,65,2018,7,26,Online,0,0,0,146.7,0,Canceled
1116,INN01117,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107.0,0,Canceled
30722,INN30723,2,0,1,3,Meal Plan 1,0,Room_Type 4,6,2017,9,7,Online,0,0,0,77.57,1,Not_Canceled
1757,INN01758,2,0,0,1,Not Selected,0,Room_Type 1,30,2018,5,25,Online,0,0,0,98.1,0,Canceled
33648,INN33649,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,60.0,0,Not_Canceled
31433,INN31434,2,1,1,0,Meal Plan 1,0,Room_Type 1,1,2018,5,2,Online,0,0,0,159.0,2,Not_Canceled
22973,INN22974,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,2018,4,4,Offline,0,0,0,80.0,0,Canceled
35436,INN35437,2,0,2,2,Not Selected,1,Room_Type 1,32,2018,12,17,Online,0,0,0,66.59,1,Not_Canceled
27076,INN27077,2,0,2,2,Meal Plan 1,0,Room_Type 1,98,2018,10,30,Online,0,0,0,90.45,1,Not_Canceled
21625,INN21626,1,0,1,0,Not Selected,0,Room_Type 1,20,2018,9,12,Online,0,0,0,89.0,2,Not_Canceled
19167,INN19168,2,1,0,3,Meal Plan 1,0,Room_Type 1,99,2018,4,5,Online,0,0,0,90.63,0,Not_Canceled
27045,INN27046,1,0,2,6,Meal Plan 1,0,Room_Type 1,13,2018,2,4,Online,0,0,0,85.0,0,Canceled
11185,INN11186,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100.0,0,Not_Canceled
5939,INN05940,2,0,2,0,Meal Plan 1,0,Room_Type 4,174,2018,6,5,Online,0,0,0,115.2,0,Canceled
35367,INN35368,2,0,1,2,Meal Plan 1,0,Room_Type 1,133,2018,4,29,Online,0,0,0,99.3,1,Not_Canceled
11033,INN11034,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61.0,0,Canceled
14824,INN14825,2,0,2,1,Meal Plan 1,0,Room_Type 1,5,2017,8,16,Online,0,0,0,105.0,2,Not_Canceled
24734,INN24735,2,0,2,3,Meal Plan 1,0,Room_Type 1,359,2018,10,14,Offline,0,0,0,78.0,1,Not_Canceled
33700,INN33701,2,0,1,2,Meal Plan 1,0,Room_Type 1,44,2018,2,19,Online,0,0,0,80.3,0,Not_Canceled
9915,INN09916,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Offline,0,0,0,108.0,0,Canceled
23989,INN23990,2,0,1,4,Meal Plan 1,0,Room_Type 1,32,2017,10,26,Online,0,0,0,113.4,1,Not_Canceled
32983,INN32984,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85.0,0,Not_Canceled
23091,INN23092,1,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,59.0,0,Not_Canceled
32430,INN32431,2,0,1,3,Meal Plan 1,0,Room_Type 4,40,2018,3,21,Online,0,0,0,108.23,0,Not_Canceled
8682,INN08683,2,0,1,3,Meal Plan 1,0,Room_Type 1,18,2018,5,30,Offline,0,0,0,80.75,0,Not_Canceled
7006,INN07007,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
13379,INN13380,1,0,0,3,Meal Plan 1,0,Room_Type 1,162,2017,9,17,Offline,0,0,0,60.0,0,Canceled
22794,INN22795,2,0,1,3,Meal Plan 1,0,Room_Type 1,75,2018,3,17,Offline,0,0,0,80.0,0,Canceled
32082,INN32083,3,0,0,4,Meal Plan 1,0,Room_Type 4,150,2018,8,10,Online,0,0,0,107.57,1,Not_Canceled
33853,INN33854,2,0,1,2,Meal Plan 1,0,Room_Type 1,11,2017,11,27,Offline,0,0,0,55.0,0,Not_Canceled
31226,INN31227,1,0,1,4,Meal Plan 1,0,Room_Type 1,0,2017,9,7,Online,0,0,0,90.71,1,Not_Canceled
32793,INN32794,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
11704,INN11705,2,0,2,5,Meal Plan 1,0,Room_Type 4,132,2018,8,10,Offline,0,0,0,96.56,1,Not_Canceled
7659,INN07660,2,0,2,3,Meal Plan 1,0,Room_Type 4,17,2018,4,14,Online,0,0,0,96.26,1,Not_Canceled
35574,INN35575,2,0,2,2,Not Selected,0,Room_Type 1,22,2018,10,29,Online,0,0,0,111.25,1,Canceled
12721,INN12722,2,0,0,3,Meal Plan 1,0,Room_Type 1,90,2018,4,19,Online,0,0,0,105.3,1,Not_Canceled
9171,INN09172,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled
26423,INN26424,1,0,0,1,Meal Plan 1,0,Room_Type 5,2,2018,6,2,Corporate,0,0,0,109.0,0,Not_Canceled
11908,INN11909,2,0,0,4,Meal Plan 1,0,Room_Type 1,120,2018,8,2,Offline,0,0,0,72.25,0,Not_Canceled
24968,INN24969,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,2,15,Complementary,0,0,0,0.0,1,Not_Canceled
21607,INN21608,3,0,1,2,Meal Plan 1,0,Room_Type 4,103,2018,7,8,Online,0,0,0,146.7,0,Canceled
31131,INN31132,1,0,0,2,Meal Plan 1,0,Room_Type 4,3,2018,11,10,Aviation,0,0,0,95.0,0,Not_Canceled
21729,INN21730,1,0,2,0,Not Selected,0,Room_Type 1,80,2018,7,24,Online,0,0,0,94.5,1,Not_Canceled
27233,INN27234,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
2204,INN02205,2,0,0,3,Not Selected,0,Room_Type 1,75,2018,11,17,Online,0,0,0,79.2,3,Not_Canceled
28572,INN28573,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
24770,INN24771,2,0,0,2,Not Selected,0,Room_Type 1,98,2018,10,26,Online,0,0,0,80.1,0,Canceled
11308,INN11309,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,9,22,Online,0,0,0,169.0,2,Not_Canceled
13767,INN13768,3,0,2,1,Meal Plan 1,0,Room_Type 1,139,2018,5,15,Online,0,0,0,105.3,0,Not_Canceled
28151,INN28152,2,0,2,1,Meal Plan 1,0,Room_Type 4,32,2018,9,11,Online,0,0,0,149.4,0,Canceled
27606,INN27607,1,0,2,0,Meal Plan 1,0,Room_Type 1,2,2018,7,10,Corporate,1,0,7,65.0,0,Not_Canceled
23303,INN23304,2,0,1,4,Meal Plan 1,0,Room_Type 4,96,2018,5,23,Online,0,0,0,141.6,1,Not_Canceled
4426,INN04427,3,0,2,2,Meal Plan 1,0,Room_Type 4,57,2018,5,22,Online,0,0,0,159.3,2,Not_Canceled
20936,INN20937,3,0,2,2,Meal Plan 1,0,Room_Type 4,25,2018,2,26,Online,0,0,0,106.88,2,Not_Canceled
20963,INN20964,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,8,22,Corporate,0,0,0,100.0,0,Not_Canceled
6155,INN06156,2,0,0,3,Meal Plan 1,1,Room_Type 4,34,2018,10,4,Online,0,0,0,160.2,1,Not_Canceled
20093,INN20094,2,0,2,1,Meal Plan 1,0,Room_Type 1,104,2018,9,18,Offline,0,0,0,80.75,0,Not_Canceled
4025,INN04026,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110.0,0,Canceled
29336,INN29337,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,2017,11,6,Online,0,0,0,101.0,2,Not_Canceled
17908,INN17909,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
30431,INN30432,2,0,1,2,Not Selected,0,Room_Type 1,78,2018,7,4,Online,0,0,0,107.1,0,Canceled
20447,INN20448,2,0,1,3,Not Selected,0,Room_Type 1,33,2018,12,1,Online,0,0,0,57.6,3,Not_Canceled
28038,INN28039,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,2018,8,29,Online,0,0,0,164.0,0,Not_Canceled
15493,INN15494,2,0,1,3,Meal Plan 1,0,Room_Type 1,28,2018,8,29,Online,0,0,0,118.15,0,Not_Canceled
30116,INN30117,2,1,1,5,Meal Plan 1,0,Room_Type 1,108,2018,7,5,Online,0,0,0,123.25,2,Canceled
5818,INN05819,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2018,4,8,Online,0,0,0,96.3,1,Not_Canceled
32245,INN32246,2,0,1,3,Meal Plan 1,0,Room_Type 4,29,2018,7,18,Online,0,0,0,144.55,1,Not_Canceled
3866,INN03867,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,10,1,Offline,0,0,0,96.0,0,Not_Canceled
2745,INN02746,1,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,11,16,Corporate,0,0,0,77.0,0,Canceled
11867,INN11868,2,0,1,0,Meal Plan 1,0,Room_Type 1,15,2017,8,23,Online,0,0,0,99.0,0,Canceled
10704,INN10705,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,9,7,Online,0,0,0,96.27,1,Not_Canceled
11950,INN11951,2,0,0,4,Not Selected,0,Room_Type 1,37,2018,12,7,Online,0,0,0,74.8,1,Not_Canceled
19611,INN19612,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120.0,0,Canceled
20307,INN20308,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,12,29,Online,0,0,0,117.0,0,Not_Canceled
26853,INN26854,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
15193,INN15194,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,112.0,0,Not_Canceled
19643,INN19644,2,0,1,1,Meal Plan 1,0,Room_Type 1,113,2018,6,4,Offline,0,0,0,75.0,0,Not_Canceled
1401,INN01402,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0.0,0,Not_Canceled
31128,INN31129,3,0,2,0,Meal Plan 1,0,Room_Type 4,5,2018,4,24,Online,0,0,0,152.0,1,Not_Canceled
12828,INN12829,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
24087,INN24088,2,0,0,3,Not Selected,0,Room_Type 1,78,2018,9,1,Online,0,0,0,122.1,0,Canceled
24472,INN24473,1,0,0,1,Meal Plan 2,1,Room_Type 4,0,2017,12,2,Complementary,0,0,0,0.0,1,Not_Canceled
17058,INN17059,2,1,2,1,Meal Plan 1,0,Room_Type 1,2,2017,8,15,Offline,0,0,0,68.5,0,Canceled
31881,INN31882,2,0,2,0,Not Selected,0,Room_Type 1,149,2018,8,28,Online,0,0,0,85.5,0,Canceled
33575,INN33576,2,0,2,2,Meal Plan 1,0,Room_Type 1,31,2018,11,13,Online,0,0,0,88.4,1,Not_Canceled
18199,INN18200,2,1,2,1,Meal Plan 1,0,Room_Type 1,10,2018,9,18,Online,0,0,0,171.33,2,Not_Canceled
20132,INN20133,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,1,15,Online,0,0,0,98.3,1,Not_Canceled
28172,INN28173,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,11,22,Corporate,1,0,2,65.0,0,Not_Canceled
2100,INN02101,2,0,2,1,Meal Plan 1,0,Room_Type 1,216,2018,8,27,Online,0,0,0,96.3,2,Not_Canceled
10293,INN10294,2,0,1,3,Not Selected,0,Room_Type 1,63,2018,7,25,Online,0,0,0,94.5,1,Not_Canceled
4213,INN04214,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,4,17,Offline,0,0,0,72.75,0,Not_Canceled
26672,INN26673,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,9,15,Online,0,0,0,179.0,1,Not_Canceled
7480,INN07481,1,0,0,3,Meal Plan 1,0,Room_Type 1,7,2017,12,29,Offline,0,0,0,65.0,0,Not_Canceled
14562,INN14563,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,11,28,Corporate,0,0,0,77.0,0,Not_Canceled
33444,INN33445,1,0,3,5,Meal Plan 1,0,Room_Type 1,20,2018,2,8,Online,0,0,0,86.0,1,Canceled
8547,INN08548,3,0,1,1,Meal Plan 1,0,Room_Type 4,39,2018,11,19,Online,0,0,0,140.0,2,Not_Canceled
16923,INN16924,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
19604,INN19605,1,0,2,1,Meal Plan 1,0,Room_Type 1,24,2018,12,18,Online,0,0,0,104.0,1,Not_Canceled
23554,INN23555,1,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,90.0,0,Not_Canceled
30499,INN30500,2,0,2,1,Not Selected,0,Room_Type 1,99,2018,7,16,Online,0,0,0,94.5,1,Canceled
35864,INN35865,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,62.8,0,Canceled
18135,INN18136,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
20360,INN20361,1,0,0,1,Not Selected,0,Room_Type 1,36,2018,9,27,Online,0,0,0,72.07,1,Not_Canceled
18156,INN18157,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,8,21,Online,0,0,0,135.9,0,Canceled
10860,INN10861,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2017,10,22,Corporate,1,1,0,65.0,0,Not_Canceled
27747,INN27748,2,0,2,3,Meal Plan 1,0,Room_Type 1,104,2018,11,12,Online,0,0,0,69.3,1,Not_Canceled
30154,INN30155,2,0,0,2,Meal Plan 1,0,Room_Type 1,108,2018,10,7,Online,0,0,0,118.8,1,Not_Canceled
20808,INN20809,2,0,0,3,Meal Plan 1,0,Room_Type 1,34,2018,2,24,Online,0,0,0,89.7,0,Canceled
36138,INN36139,2,0,1,2,Meal Plan 1,0,Room_Type 1,11,2018,10,3,Offline,0,0,0,85.0,0,Not_Canceled
15887,INN15888,2,0,2,5,Meal Plan 1,0,Room_Type 4,85,2018,4,7,Online,0,0,0,97.02,2,Not_Canceled
15233,INN15234,2,2,0,2,Meal Plan 1,0,Room_Type 5,9,2018,8,17,Online,0,0,0,149.0,0,Not_Canceled
26654,INN26655,1,0,2,3,Meal Plan 1,0,Room_Type 1,25,2017,11,22,Offline,0,0,0,57.5,0,Not_Canceled
24972,INN24973,1,0,0,3,Meal Plan 1,1,Room_Type 1,19,2018,6,21,Online,0,0,0,130.67,1,Not_Canceled
27364,INN27365,1,0,1,1,Meal Plan 1,0,Room_Type 4,75,2018,7,11,Online,0,0,0,123.3,0,Canceled
2257,INN02258,1,0,1,0,Meal Plan 1,0,Room_Type 1,27,2018,9,19,Online,0,0,0,118.15,0,Canceled
13324,INN13325,2,0,0,2,Meal Plan 1,0,Room_Type 1,49,2018,3,23,Online,0,0,0,99.0,0,Canceled
20456,INN20457,1,0,0,3,Meal Plan 1,0,Room_Type 4,28,2018,6,14,Online,0,0,0,108.42,1,Not_Canceled
9083,INN09084,3,0,1,0,Meal Plan 1,0,Room_Type 4,63,2018,8,8,Online,0,0,0,168.3,1,Canceled
5355,INN05356,2,0,2,3,Meal Plan 1,0,Room_Type 1,170,2018,4,8,Offline,0,0,0,78.0,0,Not_Canceled
22161,INN22162,2,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,12,2,Online,0,0,0,93.6,2,Not_Canceled
1519,INN01520,2,1,0,2,Meal Plan 1,0,Room_Type 1,69,2017,7,7,Offline,0,0,0,76.08,0,Not_Canceled
1378,INN01379,2,0,1,3,Meal Plan 1,0,Room_Type 4,101,2017,12,31,Offline,0,0,0,61.5,0,Not_Canceled
22056,INN22057,2,0,1,4,Meal Plan 1,0,Room_Type 1,100,2018,4,25,Online,0,0,0,92.65,2,Not_Canceled
25599,INN25600,2,1,0,1,Meal Plan 1,0,Room_Type 1,195,2018,8,13,Online,0,0,0,121.5,0,Canceled
18971,INN18972,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
15206,INN15207,2,0,0,5,Meal Plan 1,0,Room_Type 4,129,2018,8,16,Online,0,0,0,124.2,2,Not_Canceled
22005,INN22006,2,1,0,5,Meal Plan 1,1,Room_Type 1,1,2018,3,1,Online,0,0,0,128.0,2,Not_Canceled
17508,INN17509,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,6,14,Corporate,1,0,9,65.0,0,Not_Canceled
1316,INN01317,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130.0,0,Not_Canceled
5842,INN05843,2,0,2,1,Meal Plan 1,0,Room_Type 1,35,2018,9,25,Online,0,0,0,117.0,2,Not_Canceled
16211,INN16212,1,0,1,1,Meal Plan 1,0,Room_Type 1,80,2018,11,21,Online,0,0,0,86.4,0,Canceled
12820,INN12821,2,0,0,2,Meal Plan 1,0,Room_Type 4,18,2018,5,13,Online,0,0,0,156.0,0,Canceled
5832,INN05833,2,0,2,2,Not Selected,0,Room_Type 1,27,2018,12,17,Online,0,0,0,54.71,0,Not_Canceled
9821,INN09822,2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,Canceled
28099,INN28100,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,90.0,0,Not_Canceled
33290,INN33291,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,5,31,Corporate,0,0,0,121.0,0,Not_Canceled
24427,INN24428,2,0,2,3,Meal Plan 1,0,Room_Type 1,44,2018,3,10,Online,0,0,0,80.26,1,Not_Canceled
29796,INN29797,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,10,5,Online,0,0,0,152.0,2,Not_Canceled
15372,INN15373,2,0,1,4,Meal Plan 1,0,Room_Type 1,194,2018,9,7,Online,0,0,0,116.45,1,Canceled
33002,INN33003,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,2017,10,2,Offline,0,0,0,65.0,0,Not_Canceled
12180,INN12181,2,0,0,2,Meal Plan 1,1,Room_Type 1,6,2018,3,2,Corporate,1,0,2,78.0,0,Not_Canceled
20180,INN20181,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91.0,0,Not_Canceled
28694,INN28695,2,0,0,1,Meal Plan 1,0,Room_Type 4,3,2018,9,22,Online,0,0,0,194.0,2,Not_Canceled
6318,INN06319,1,0,4,11,Meal Plan 1,0,Room_Type 4,26,2018,11,5,Online,0,0,0,131.57,1,Canceled
23478,INN23479,3,0,0,1,Meal Plan 1,0,Room_Type 4,36,2018,6,4,Online,0,0,0,159.3,0,Canceled
26586,INN26587,3,0,2,2,Meal Plan 1,0,Room_Type 4,53,2018,3,20,Online,0,0,0,124.1,1,Canceled
32441,INN32442,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,2,13,Online,0,0,0,79.0,0,Not_Canceled
2224,INN02225,2,0,1,4,Meal Plan 1,0,Room_Type 1,168,2018,8,1,Online,0,0,0,99.45,0,Canceled
25682,INN25683,2,0,1,2,Meal Plan 1,0,Room_Type 1,42,2018,3,4,Offline,0,0,0,65.0,0,Not_Canceled
25394,INN25395,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,2,24,Online,0,0,0,71.84,1,Not_Canceled
16209,INN16210,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
31331,INN31332,2,0,1,2,Meal Plan 1,0,Room_Type 1,41,2017,10,19,Online,0,0,0,103.5,2,Not_Canceled
5571,INN05572,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100.0,0,Not_Canceled
5793,INN05794,2,0,2,3,Not Selected,0,Room_Type 1,83,2018,10,16,Online,0,0,0,108.0,1,Not_Canceled
33760,INN33761,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,1,15,Online,1,11,5,80.3,1,Not_Canceled
5738,INN05739,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Online,0,0,0,117.0,1,Canceled
19008,INN19009,2,1,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,Online,0,0,0,150.0,1,Canceled
5276,INN05277,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Online,0,0,0,95.0,0,Canceled
15275,INN15276,2,0,1,3,Meal Plan 1,0,Room_Type 4,56,2018,4,7,Online,0,0,0,130.05,0,Not_Canceled
22440,INN22441,2,0,2,2,Meal Plan 1,0,Room_Type 1,63,2018,9,4,Online,0,0,0,103.95,1,Not_Canceled
14087,INN14088,2,0,1,3,Meal Plan 1,0,Room_Type 1,157,2018,7,7,Offline,0,0,0,72.25,0,Not_Canceled
27990,INN27991,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
22736,INN22737,2,0,0,3,Meal Plan 1,0,Room_Type 1,66,2018,3,3,Online,0,0,0,80.3,1,Not_Canceled
26917,INN26918,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,2018,3,14,Offline,0,0,0,85.0,0,Not_Canceled
3167,INN03168,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52.0,0,Not_Canceled
31897,INN31898,2,0,2,3,Not Selected,0,Room_Type 1,76,2018,11,6,Online,0,0,0,153.72,1,Not_Canceled
23545,INN23546,2,0,0,1,Meal Plan 1,0,Room_Type 1,85,2018,8,5,Online,0,0,0,126.9,1,Not_Canceled
24142,INN24143,1,0,0,2,Meal Plan 1,0,Room_Type 5,1,2018,3,1,Complementary,1,3,13,0.0,1,Not_Canceled
14027,INN14028,1,1,2,2,Not Selected,0,Room_Type 1,27,2018,2,21,Online,0,0,0,57.88,0,Not_Canceled
7016,INN07017,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116.0,0,Not_Canceled
34130,INN34131,2,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,11,12,Online,0,0,0,90.0,0,Not_Canceled
15649,INN15650,2,0,1,4,Meal Plan 2,0,Room_Type 1,133,2018,6,13,Offline,0,0,0,106.0,0,Not_Canceled
12237,INN12238,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,7,Online,0,0,0,98.0,0,Not_Canceled
28278,INN28279,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
9227,INN09228,2,0,1,3,Meal Plan 1,0,Room_Type 1,222,2018,9,29,Online,0,0,0,111.35,2,Canceled
5585,INN05586,2,0,1,1,Not Selected,0,Room_Type 1,151,2018,8,13,Online,0,0,0,103.5,0,Canceled
5590,INN05591,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Online,0,0,0,100.0,0,Canceled
18691,INN18692,2,0,2,6,Not Selected,0,Room_Type 1,16,2018,2,5,Online,0,0,0,63.2,0,Canceled
31566,INN31567,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,1,30,Online,0,0,0,80.0,2,Not_Canceled
14743,INN14744,2,0,3,8,Meal Plan 1,0,Room_Type 1,204,2018,7,18,Online,0,0,0,90.95,1,Not_Canceled
8244,INN08245,2,0,2,3,Meal Plan 1,0,Room_Type 4,50,2017,11,12,Offline,0,0,0,60.0,0,Not_Canceled
16237,INN16238,2,0,1,2,Meal Plan 1,0,Room_Type 1,129,2018,8,15,Online,0,0,0,114.3,1,Not_Canceled
35727,INN35728,3,0,0,1,Meal Plan 2,0,Room_Type 4,44,2018,8,10,Online,0,0,0,219.6,2,Not_Canceled
15373,INN15374,2,0,2,3,Meal Plan 1,0,Room_Type 4,129,2018,7,31,Online,0,0,0,120.6,0,Canceled
12145,INN12146,2,0,0,2,Meal Plan 1,0,Room_Type 1,36,2018,12,9,Online,0,0,0,104.0,0,Canceled
159,INN00160,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,6,5,Online,0,0,0,109.0,0,Not_Canceled
25235,INN25236,2,0,2,2,Not Selected,0,Room_Type 1,206,2018,8,12,Online,0,0,0,80.75,0,Canceled
1589,INN01590,2,0,0,4,Meal Plan 2,0,Room_Type 1,184,2018,10,18,Online,0,0,0,130.5,1,Canceled
24035,INN24036,2,0,2,1,Meal Plan 1,0,Room_Type 1,18,2018,10,2,Offline,0,0,0,85.0,0,Not_Canceled
15369,INN15370,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,8,28,Online,0,0,0,90.0,2,Not_Canceled
23071,INN23072,2,0,0,1,Not Selected,0,Room_Type 4,0,2017,8,18,Online,0,0,0,129.0,0,Not_Canceled
7190,INN07191,2,0,2,4,Meal Plan 1,0,Room_Type 1,32,2018,11,12,Online,0,0,0,92.08,0,Not_Canceled
16566,INN16567,3,0,1,3,Meal Plan 1,0,Room_Type 4,49,2018,10,10,Online,0,0,0,158.4,0,Not_Canceled
10576,INN10577,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,7,Online,0,0,0,98.0,0,Canceled
30750,INN30751,2,0,1,4,Meal Plan 1,0,Room_Type 4,28,2017,9,21,Offline,0,0,0,68.0,1,Not_Canceled
23864,INN23865,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,12,9,Online,0,0,0,111.0,0,Not_Canceled
33204,INN33205,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,2018,9,22,Online,0,0,0,104.88,0,Not_Canceled
22173,INN22174,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90.0,0,Canceled
