lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,no_of_adults,booking_status
1,0,65.0,8,28,2,1,0,0,1,1
8,0,119.0,5,25,4,1,0,3,1,1
33,2,95.0,10,17,4,4,2,0,2,1
35,1,83.9,3,3,4,3,2,0,2,1
133,2,105.3,7,12,4,3,0,0,2,1
138,0,109.25,7,16,4,3,2,0,2,1
23,1,75.0,10,21,3,3,0,0,2,1
6,0,65.0,11,24,2,1,0,0,1,1
2,0,67.66,1,3,4,0,2,0,2,1
8,0,80.0,2,19,2,1,0,0,1,1
10,0,71.1,2,19,3,1,0,0,2,1
47,1,65.0,11,11,2,2,0,0,1,1
26,0,171.0,2,8,4,1,1,0,2,0
9,2,176.42,8,25,4,3,2,1,1,1
9,2,130.17,9,12,4,4,2,0,2,1
87,0,90.0,12,17,3,1,2,0,2,1
2,0,125.0,9,1,2,1,0,0,1,1
3,1,65.0,7,11,2,1,1,0,1,1
136,1,106.2,3,25,4,2,1,0,2,0
73,0,80.75,4,2,3,2,2,0,2,1
275,0,62.8,6,4,4,1,1,0,2,0
72,1,58.91,12,23,3,9,2,0,2,1
214,1,90.95,10,20,4,5,2,0,2,1
13,0,137.0,7,8,4,1,0,3,2,0
143,0,140.7,8,18,4,3,0,0,2,0
172,0,95.0,6,24,3,2,0,0,1,0
47,1,105.5,11,5,4,2,0,0,2,1
115,0,87.0,2,27,3,2,2,0,2,1
76,2,88.4,12,7,4,4,0,0,2,1
210,2,96.3,7,31,4,0,2,0,2,0
125,0,99.9,7,29,4,1,0,0,1,1
158,3,89.25,7,25,4,3,1,3,2,1
0,0,115.0,7,31,4,0,1,0,2,1
26,1,60.0,1,27,4,4,1,3,2,1
280,2,94.5,12,6,4,3,0,0,2,0
34,0,96.0,12,24,4,1,1,0,1,0
0,0,114.0,8,10,4,3,1,0,1,1
22,0,115.0,10,5,3,2,0,0,3,1
14,0,89.0,4,17,4,1,2,3,2,0
74,1,78.3,3,11,4,2,1,0,2,1
2,1,258.0,9,2,4,1,0,0,2,1
0,1,79.0,5,8,4,0,1,3,2,1
12,0,81.0,2,23,4,4,0,3,2,1
4,2,133.0,2,28,4,2,2,0,3,1
94,1,146.7,7,8,4,2,2,0,3,1
159,2,94.25,9,28,4,2,0,0,1,0
38,1,157.14,11,6,4,3,2,3,1,0
1,1,135.0,12,31,4,1,0,0,2,1
2,0,89.0,5,9,4,0,1,3,1,1
0,1,83.16,12,26,4,0,1,0,2,1
22,3,109.25,9,17,4,3,1,0,1,1
46,2,86.4,11,23,4,1,0,0,1,1
21,0,95.0,4,28,3,1,0,0,2,1
150,1,126.9,9,16,4,2,1,0,2,1
95,1,119.85,6,10,4,2,2,0,2,1
54,1,90.1,11,11,4,2,2,0,2,1
349,0,96.67,10,4,3,5,1,0,1,0
168,0,96.8,10,4,3,4,0,0,2,0
106,1,91.89,7,13,3,3,0,0,2,1
19,0,96.0,12,16,4,2,0,0,2,1
0,0,97.0,3,5,4,1,0,3,1,1
40,0,68.0,11,26,3,2,2,0,2,1
0,0,135.0,10,18,4,0,1,0,2,1
23,0,89.0,6,23,4,1,0,3,2,0
149,0,106.25,6,28,4,5,2,0,2,0
127,0,80.0,4,28,3,3,1,0,1,1
42,0,85.05,11,24,3,2,0,0,2,1
27,1,131.44,6,29,4,4,1,3,2,1
102,0,101.34,12,26,4,3,1,0,0,0
44,0,207.9,4,29,4,2,1,0,2,0
27,1,120.12,5,18,4,1,0,0,1,1
17,0,65.0,4,21,2,2,0,0,1,1
5,1,130.0,8,20,4,1,0,0,2,1
115,0,92.12,6,26,4,2,2,0,0,0
152,0,113.9,8,19,4,3,2,0,2,0
20,0,88.4,12,22,4,3,1,0,2,1
255,0,122.83,9,20,4,4,0,0,2,0
163,0,115.0,10,15,3,1,2,0,1,0
40,0,107.1,4,1,4,2,1,3,2,0
5,0,65.8,1,20,3,1,0,0,1,1
21,1,64.22,2,11,4,3,0,0,2,1
0,1,110.0,9,30,2,2,0,0,2,1
63,1,72.9,3,11,4,2,1,0,1,1
4,1,155.0,9,21,4,0,1,0,2,1
55,0,63.0,3,13,3,0,2,0,2,1
12,0,79.2,5,25,3,1,0,3,2,1
98,1,132.3,10,10,4,3,1,0,2,1
8,0,66.0,1,14,2,1,0,0,1,1
61,1,152.1,9,25,4,1,2,0,2,0
93,0,105.0,5,11,3,3,0,1,2,1
113,0,85.0,6,30,4,3,1,0,2,0
7,1,116.0,4,7,4,2,0,0,2,1
95,3,132.3,10,6,4,2,0,0,2,1
68,1,130.9,4,1,4,3,2,1,2,1
46,0,74.8,3,18,3,2,2,0,2,1
35,1,89.1,6,21,4,1,0,3,2,0
48,2,158.4,10,17,4,1,1,0,3,1
0,2,98.0,8,9,4,0,2,0,2,1
37,0,131.4,6,4,4,1,1,0,2,0
11,0,90.0,8,21,4,2,1,0,2,1
139,0,68.0,11,16,3,4,2,0,2,0
268,1,105.25,8,6,4,1,1,0,2,0
346,0,90.0,9,13,3,2,0,1,1,0
36,0,85.0,10,25,3,3,0,0,2,1
41,0,105.3,4,12,4,3,0,0,2,1
15,0,86.0,2,5,2,2,0,0,1,1
34,0,71.1,3,14,4,3,1,3,2,1
9,0,110.0,5,26,0,1,0,0,1,1
7,3,126.0,9,19,4,2,2,0,2,1
2,2,182.0,2,19,4,1,0,0,2,1
92,0,150.3,8,22,4,3,1,0,3,0
37,1,117.6,3,24,4,3,0,0,2,1
69,0,82.45,3,13,4,3,2,0,2,1
97,1,121.5,7,12,4,2,0,0,2,1
223,2,89.25,10,4,4,0,2,0,2,1
9,0,103.05,9,2,4,4,0,0,2,1
41,1,107.0,3,27,3,1,2,1,2,1
28,1,91.63,10,18,4,3,0,3,2,1
44,1,140.4,5,18,4,2,0,0,2,1
217,1,124.2,5,24,4,2,0,0,2,0
45,1,124.6,7,2,4,1,2,3,2,0
47,2,98.1,12,4,3,0,2,0,3,1
21,1,90.1,12,6,4,5,2,0,2,1
29,3,201.25,10,5,4,2,0,0,3,1
31,0,116.1,3,26,4,1,1,3,2,0
1,0,79.0,1,20,4,2,0,3,2,1
43,0,85.5,10,19,3,2,0,0,2,1
179,0,111.6,8,31,4,2,0,0,2,0
87,0,132.3,10,6,4,3,0,0,2,0
76,1,82.45,3,29,4,5,2,0,2,1
13,3,128.5,8,19,4,2,0,3,2,1
111,1,122.1,5,4,4,4,0,0,2,1
18,0,109.0,3,19,4,1,1,0,2,0
131,1,101.15,7,11,4,4,1,0,1,1
85,0,140.4,6,2,4,1,0,0,2,0
8,0,171.0,2,22,4,3,1,0,2,0
20,0,122.6,7,28,4,2,0,0,2,1
2,1,0.0,9,28,4,1,0,3,2,1
1,0,75.0,3,8,2,3,0,0,1,1
40,1,67.76,11,18,4,2,1,3,2,1
123,0,113.55,5,13,4,2,2,0,2,0
252,2,148.58,12,28,4,9,2,0,2,0
165,2,72.25,7,31,3,4,2,0,2,1
8,1,99.0,5,25,4,1,0,3,2,1
20,1,68.85,11,11,4,5,2,0,1,1
24,1,108.08,9,10,4,3,1,0,2,1
147,1,138.55,7,7,4,3,1,0,3,0
117,0,94.5,8,1,4,1,2,1,2,0
6,0,89.0,6,13,4,0,1,3,2,1
4,1,65.0,2,15,2,1,1,0,1,1
4,1,151.0,7,14,4,1,0,0,2,1
7,1,146.67,10,29,4,1,2,0,2,1
78,0,274.2,12,29,3,3,1,0,3,1
47,1,79.2,11,11,4,2,1,3,2,0
10,0,79.75,1,30,4,6,2,3,2,1
10,1,110.08,9,5,4,4,2,0,2,1
164,0,100.0,10,2,3,2,0,0,1,0
18,1,107.65,10,16,4,3,2,0,2,1
141,1,103.5,7,14,4,3,0,3,2,1
218,0,69.33,8,13,4,1,1,0,2,0
4,3,128.0,8,17,4,1,1,0,1,1
55,0,60.0,11,17,3,4,0,0,2,1
33,0,123.82,10,2,4,3,2,1,2,0
99,0,187.85,5,19,4,3,2,0,2,1
50,0,109.8,8,29,4,1,1,0,2,1
5,1,159.0,9,19,4,0,1,0,1,1
152,1,76.58,5,7,4,2,2,0,2,1
0,0,75.0,9,21,3,2,1,0,2,1
10,2,176.0,7,20,4,2,0,0,1,1
91,1,135.9,9,3,4,2,2,0,2,1
56,0,97.23,11,10,4,3,1,0,2,1
47,1,94.5,9,23,4,2,0,0,2,1
39,0,67.5,2,15,4,1,1,3,2,0
0,1,117.05,10,15,4,1,0,0,2,1
98,1,140.0,12,17,4,2,2,0,3,1
109,1,143.7,8,5,4,2,1,0,2,1
5,0,65.0,9,9,2,2,0,0,1,1
195,2,112.2,8,17,4,5,2,0,2,0
6,0,152.0,10,1,4,1,1,0,1,1
155,1,130.5,8,1,4,1,1,0,2,0
0,1,73.9,1,6,4,1,0,0,1,1
28,1,115.03,4,17,4,1,2,0,2,0
2,0,79.6,1,3,4,2,2,0,2,1
12,0,0.0,8,5,1,3,0,0,1,1
89,0,76.5,7,27,4,1,1,0,2,0
64,1,71.83,3,22,3,4,0,0,2,1
42,0,63.0,3,21,3,2,1,0,2,0
41,0,76.5,7,3,3,1,2,0,2,1
35,1,97.4,12,2,4,2,2,0,2,1
34,0,168.3,8,10,4,1,0,0,3,0
4,0,181.79,9,19,2,3,1,0,1,1
196,1,99.45,8,1,4,5,2,0,2,1
48,1,6.0,10,19,4,3,1,0,0,1
94,0,80.75,5,13,3,2,1,0,2,1
17,1,90.0,8,27,4,3,2,0,2,1
0,0,79.0,1,19,4,2,0,0,1,1
53,2,74.8,12,17,4,5,2,3,2,1
113,0,126.65,5,18,4,4,1,3,2,0
13,0,79.0,7,11,2,1,1,0,1,1
102,1,132.6,5,5,4,3,1,0,2,1
68,1,89.93,4,2,4,3,2,0,2,1
1,1,90.33,1,17,4,4,2,0,2,1
34,1,87.32,10,29,4,3,0,0,2,1
78,1,82.45,3,31,4,4,2,0,2,1
4,0,162.0,9,2,4,3,2,0,2,1
31,0,71.33,2,28,3,1,2,0,2,1
29,1,130.68,7,18,4,3,1,0,2,1
59,1,126.0,10,16,4,2,2,0,2,1
85,2,104.4,10,25,4,4,0,0,2,1
33,1,81.9,3,15,4,4,0,0,2,1
1,1,211.0,4,29,4,2,1,0,2,1
130,2,125.51,6,28,4,5,1,0,3,1
43,2,79.48,11,12,4,2,2,3,2,1
20,0,6.0,1,4,1,2,1,0,1,1
5,0,58.0,12,14,3,3,1,0,2,1
104,1,88.01,7,2,4,1,2,0,2,1
3,1,130.0,6,28,4,2,0,0,1,1
7,0,110.0,10,27,0,3,1,0,1,1
9,2,0.0,9,11,1,0,1,0,2,1
13,0,92.0,10,31,4,4,1,3,1,0
35,0,99.0,9,26,4,0,1,3,1,0
38,0,67.5,2,11,4,3,2,3,2,0
142,0,85.5,7,1,4,2,0,3,2,0
64,1,111.9,6,27,4,2,1,0,2,1
61,0,121.5,7,23,4,4,2,0,2,0
20,1,104.0,11,25,4,1,0,0,2,1
44,1,99.1,6,19,4,0,1,0,2,1
39,1,72.2,2,28,4,2,2,3,2,1
100,0,102.34,12,26,4,4,1,0,2,0
131,0,36.25,8,15,4,1,2,1,1,0
41,2,130.9,12,2,4,2,2,0,3,1
55,0,109.35,5,30,4,2,1,0,1,0
3,0,156.0,8,24,4,1,1,0,2,1
50,0,74.0,2,24,3,3,0,0,2,1
4,1,95.13,8,14,4,6,2,3,2,1
5,1,153.0,8,15,4,1,1,3,2,1
2,0,72.0,2,10,2,2,0,0,2,1
27,1,91.0,2,20,4,1,1,0,2,0
0,0,88.94,10,11,4,0,2,0,1,1
53,1,122.4,6,18,4,4,2,0,1,0
70,0,95.0,4,12,3,4,0,0,2,1
145,0,94.5,8,29,3,1,2,1,2,1
13,1,85.0,11,15,4,1,2,3,2,1
315,0,160.0,9,30,4,2,1,1,2,0
18,1,145.0,9,9,4,2,1,0,2,1
0,0,0.0,10,15,4,0,0,1,2,1
94,0,55.96,7,14,4,7,2,0,2,0
26,0,88.0,12,5,4,2,1,3,1,1
52,0,76.5,10,23,3,2,2,3,2,1
77,2,86.4,11,23,4,1,0,0,1,1
214,0,92.65,10,4,4,4,0,3,2,0
28,1,90.0,4,6,2,1,0,0,1,1
30,1,135.9,9,15,4,2,0,0,2,0
16,2,140.0,10,29,4,1,2,0,2,1
199,0,85.5,8,28,4,0,1,3,2,0
40,0,96.3,10,11,3,3,0,0,2,1
56,1,76.92,6,21,4,3,0,0,2,1
145,1,131.7,7,3,4,1,2,0,3,1
247,0,109.0,6,6,3,1,1,1,2,0
141,1,163.8,9,23,4,2,0,0,2,1
105,3,102.83,11,12,4,5,2,0,2,1
0,0,106.28,9,15,4,1,0,3,2,1
97,0,112.6,9,8,3,3,2,0,2,1
73,1,72.12,3,17,4,3,2,0,2,0
34,1,109.0,10,29,4,1,1,3,2,0
57,2,202.5,10,12,4,2,0,1,3,1
77,2,112.5,4,25,4,1,1,0,2,1
15,1,114.0,3,4,4,2,0,0,2,0
29,2,104.5,9,1,4,2,0,3,1,1
14,0,43.5,11,5,3,3,1,0,2,1
34,0,78.3,2,12,4,2,1,0,2,1
6,0,104.0,10,9,3,0,2,0,2,1
96,3,118.8,10,8,4,1,1,0,2,1
18,0,75.0,1,26,4,5,0,0,1,1
98,0,116.1,5,7,4,1,0,3,2,0
56,2,79.2,12,12,4,0,1,3,1,1
5,1,145.0,10,5,4,3,1,0,2,1
9,1,139.0,2,12,4,2,0,0,3,1
80,0,73.1,3,30,4,8,2,3,2,0
0,1,124.33,6,21,4,3,0,0,1,1
19,2,119.33,11,12,4,1,2,0,2,1
93,1,89.25,10,7,4,4,0,0,2,1
0,1,139.0,8,20,4,1,0,3,2,1
167,2,96.9,8,21,3,5,4,0,3,1
35,0,99.0,8,31,4,3,0,3,2,1
142,0,85.0,11,21,4,3,1,0,2,0
25,0,139.0,9,8,4,2,0,3,2,0
31,0,237.75,12,3,4,2,2,1,2,1
14,1,185.2,9,15,4,5,0,0,2,1
0,0,98.8,9,7,3,1,1,0,1,1
61,0,74.8,11,16,4,4,0,3,2,0
195,0,121.5,8,13,4,1,0,0,1,0
6,3,138.0,9,12,4,0,1,3,2,1
6,0,65.0,5,31,2,1,0,0,1,1
72,0,118.8,4,14,4,3,0,0,2,0
122,1,98.5,8,1,4,6,3,3,2,1
144,0,92.55,5,25,4,4,1,0,2,1
2,1,107.0,11,6,4,1,0,0,2,1
174,1,103.5,8,7,4,1,2,3,2,0
25,0,104.0,6,1,4,2,0,3,1,1
19,0,58.0,12,20,3,1,2,0,2,1
26,1,75.0,10,19,3,3,1,0,2,1
36,2,89.89,11,25,4,4,0,0,1,1
34,1,134.1,8,15,4,2,1,3,2,1
104,0,104.55,4,27,4,4,1,0,2,0
0,1,89.0,4,16,4,1,0,3,2,1
238,2,96.48,6,18,4,1,0,0,2,0
14,1,100.0,11,2,4,1,0,3,1,1
179,1,76.5,8,23,4,3,2,0,2,1
34,0,113.04,4,11,3,3,1,0,2,1
19,0,139.0,8,20,4,2,2,3,2,0
30,0,144.0,10,28,4,2,0,0,2,1
225,2,119.85,9,14,4,4,0,0,2,0
73,1,115.04,6,16,4,3,0,0,1,1
44,0,150.3,7,1,4,2,0,0,3,0
10,0,110.0,9,30,0,1,0,0,1,0
4,1,124.0,9,8,4,4,0,0,2,1
34,1,81.9,3,12,4,1,0,0,2,1
186,0,125.1,10,2,4,5,2,0,2,0
2,1,119.0,6,4,4,1,1,3,2,1
33,0,124.25,9,12,4,4,1,0,2,0
68,1,63.0,1,2,3,1,2,0,2,1
139,2,99.45,5,5,4,3,1,0,2,1
27,0,112.8,5,18,3,1,0,0,2,1
17,1,76.81,9,11,4,1,0,0,2,0
4,1,98.0,12,26,4,0,1,0,2,1
57,1,99.0,8,29,4,0,1,3,2,1
20,0,121.0,6,2,4,1,0,0,2,0
134,0,94.5,5,17,4,3,0,3,1,0
48,2,173.7,10,15,4,2,2,1,2,1
5,0,89.0,4,19,4,1,0,3,2,1
0,1,85.92,8,19,4,9,4,3,2,1
114,0,266.3,8,2,4,2,0,0,2,0
137,1,90.0,12,9,4,2,1,0,2,1
151,1,105.3,7,15,4,1,0,0,2,0
163,1,78.96,8,8,4,3,1,0,2,1
7,1,175.67,8,12,4,2,1,0,2,1
20,4,129.5,3,9,4,4,0,0,3,1
1,1,97.0,11,28,4,0,1,3,2,1
216,3,83.83,10,23,4,3,2,0,0,1
36,2,152.4,4,28,4,3,0,0,3,1
25,0,139.0,7,9,4,1,2,3,2,0
179,0,179.92,8,15,4,5,1,1,3,0
84,2,103.72,6,26,4,1,2,0,3,1
9,1,89.0,3,29,4,2,0,3,2,1
79,1,102.6,12,18,4,1,2,0,2,1
204,0,59.07,10,2,4,2,1,0,1,0
48,1,105.9,10,1,4,3,0,0,2,1
13,0,96.0,12,5,4,0,1,0,1,1
105,2,132.3,10,6,4,5,2,0,2,1
153,2,133.88,7,4,4,3,1,0,2,0
1,0,65.0,3,9,2,2,0,0,1,1
1,1,181.0,8,2,4,1,0,0,1,1
3,2,93.63,12,23,4,2,2,0,2,1
12,0,89.59,12,3,4,3,2,0,2,1
3,0,36.25,8,22,3,1,2,1,1,1
61,1,126.9,5,14,4,1,0,0,2,1
1,0,135.0,9,17,2,1,0,0,2,1
3,1,60.83,2,13,4,1,0,3,2,1
2,1,176.0,5,26,4,3,0,0,2,1
6,0,66.3,12,15,4,3,1,3,2,1
19,0,69.0,12,5,4,3,2,0,2,1
23,1,68.53,9,12,4,0,1,3,2,1
6,1,118.0,3,14,4,4,1,0,2,1
138,0,71.0,4,23,3,1,2,0,2,1
32,1,0.0,12,17,1,1,1,0,2,1
107,2,146.7,6,28,4,5,0,0,3,1
68,2,65.0,12,2,2,1,0,0,1,1
76,1,87.3,4,2,4,1,2,0,2,1
33,0,143.28,11,7,4,3,1,0,1,1
4,2,78.0,12,15,4,1,0,3,2,1
180,0,85.0,11,27,4,2,2,0,2,0
195,0,158.95,7,18,4,3,1,0,2,0
59,0,168.3,9,24,4,1,1,0,3,0
20,1,231.0,8,10,4,2,0,0,2,1
6,0,79.0,8,17,2,1,0,0,1,1
12,1,77.0,1,15,4,2,0,3,2,1
57,1,93.6,12,8,4,3,0,0,2,1
173,0,105.3,8,4,4,1,0,0,2,0
104,0,126.9,6,9,4,3,0,0,2,0
93,0,159.3,6,8,4,3,0,0,3,0
50,0,69.0,11,10,3,4,0,0,2,1
0,2,106.0,2,10,4,1,0,0,2,1
205,0,125.0,5,29,3,1,2,0,3,0
105,0,110.0,10,12,4,2,1,1,2,0
37,0,85.5,6,29,3,1,0,0,2,1
176,0,116.1,9,8,3,3,0,0,1,0
48,2,142.2,9,2,4,1,0,0,3,1
43,1,145.2,10,15,4,4,2,0,2,1
94,0,109.8,12,6,4,3,0,0,2,0
3,2,45.0,5,19,3,1,0,0,1,1
58,2,158.53,6,10,4,2,1,0,3,1
120,1,89.25,5,2,4,3,1,3,2,0
81,0,89.31,3,23,4,5,2,0,2,1
11,1,62.83,1,28,4,1,0,3,2,1
90,1,89.74,3,20,4,5,2,0,2,0
38,0,149.4,9,10,4,2,2,0,2,0
11,1,91.0,2,13,4,1,0,0,2,1
23,0,98.0,4,8,4,1,0,3,2,1
91,0,135.9,6,19,4,1,2,0,2,0
30,1,80.47,11,4,4,1,0,3,2,0
54,2,142.2,9,1,4,1,0,0,3,1
145,0,80.75,9,19,3,2,1,0,2,1
86,1,80.75,4,9,3,2,2,0,2,1
4,2,221.39,4,8,4,2,2,0,2,1
0,1,97.0,3,17,4,1,0,3,1,1
124,0,94.5,8,8,4,1,2,1,2,0
85,0,87.0,2,13,4,1,0,0,2,0
2,1,101.0,4,7,4,1,0,0,2,1
18,1,129.0,12,31,4,1,1,3,2,1
116,1,136.0,5,19,4,3,1,0,2,0
107,0,90.95,5,7,3,3,2,0,2,1
71,0,105.0,12,6,3,4,0,0,3,1
64,0,153.0,7,14,4,2,0,1,2,0
26,0,158.33,5,20,4,2,1,0,2,0
36,0,64.0,2,11,3,3,0,0,2,1
44,3,133.44,10,18,4,5,0,0,2,1
119,2,129.6,9,22,4,3,0,0,2,1
1,1,174.0,8,26,4,2,1,0,1,1
68,0,107.95,7,4,3,1,1,1,2,1
137,2,135.9,9,6,4,2,0,0,2,1
95,1,85.5,10,30,4,0,2,0,1,1
128,0,103.5,7,7,4,3,0,3,2,0
52,1,122.4,10,1,4,2,2,0,2,1
7,0,124.0,8,17,4,1,0,0,1,0
111,1,99.45,6,26,4,2,2,0,2,1
327,0,0.0,9,9,4,4,2,1,1,1
10,3,107.8,10,16,4,1,2,3,2,1
74,2,93.6,11,11,4,2,1,0,2,1
1,2,0.0,8,26,1,1,0,0,2,1
69,1,125.1,8,13,4,2,2,3,2,1
8,2,80.75,11,16,4,4,0,0,1,1
170,0,114.04,9,29,4,5,2,0,2,0
192,0,102.0,9,25,4,3,2,0,2,0
62,0,112.2,4,11,4,4,1,0,2,1
36,0,0.0,12,3,1,1,1,0,2,1
77,0,109.8,3,25,4,2,0,0,2,1
109,0,86.9,6,27,4,1,1,0,2,0
292,0,86.7,12,13,4,4,0,0,2,0
55,3,93.6,11,24,4,3,0,0,2,1
323,1,112.0,5,17,3,4,0,1,2,0
6,1,79.0,2,20,4,1,0,3,2,1
71,1,79.2,12,5,4,2,1,3,2,1
11,1,109.0,5,7,4,1,2,3,2,1
14,0,75.0,11,18,3,2,1,0,1,1
2,1,162.0,1,29,4,2,0,1,2,1
64,1,114.33,4,20,4,4,0,0,2,0
17,0,92.53,3,1,4,4,0,1,2,0
35,0,144.63,10,2,4,2,2,0,2,1
54,1,111.11,6,10,4,2,1,0,2,1
152,0,80.75,6,18,3,4,2,0,2,1
80,0,102.6,12,26,4,2,1,0,2,0
5,0,110.0,9,12,0,0,1,0,1,0
58,1,105.3,4,7,4,2,0,0,2,1
41,0,72.37,2,18,4,3,0,0,2,1
50,0,98.64,9,1,4,3,0,0,2,1
0,4,0.0,8,4,1,1,0,0,1,1
346,1,115.0,9,13,4,2,0,1,2,0
29,0,111.15,4,12,4,2,0,0,2,0
62,1,109.8,9,3,4,1,0,0,2,1
0,1,66.0,3,7,2,1,1,0,1,1
35,0,93.9,4,17,4,1,2,0,1,0
37,3,153.0,10,27,4,3,0,0,2,1
0,0,0.0,9,17,1,1,0,0,1,1
144,1,112.03,5,22,4,3,2,0,2,1
174,1,115.2,3,25,4,2,1,0,2,0
68,0,135.15,5,7,4,4,2,0,2,0
91,1,90.95,4,25,4,3,1,0,2,1
45,0,104.98,4,26,4,4,0,0,2,0
10,0,152.53,9,29,4,3,0,0,2,1
30,1,159.0,10,20,4,3,0,0,2,0
0,1,0.0,10,25,1,1,0,0,1,1
9,0,182.0,2,25,4,3,1,0,2,1
43,0,137.33,12,31,3,3,0,1,2,1
170,2,130.05,8,11,4,3,2,0,3,0
4,2,183.5,3,11,4,2,0,1,2,1
131,1,114.3,5,5,4,3,0,0,2,0
164,0,115.0,10,16,3,0,1,0,1,0
124,0,36.25,8,8,3,1,2,1,1,1
132,1,107.0,4,6,4,2,0,0,2,0
41,1,150.3,7,2,4,2,2,0,3,1
41,1,86.07,1,7,4,4,2,0,2,1
6,3,120.0,2,20,4,1,1,0,2,1
272,0,110.78,12,27,4,5,1,0,2,1
47,1,101.72,10,24,4,1,1,0,2,1
157,0,107.95,7,6,4,4,0,0,2,0
53,0,68.0,11,14,3,3,1,0,2,1
105,1,118.8,7,15,4,2,1,0,2,1
2,0,98.21,10,18,4,2,2,0,1,1
80,2,149.4,9,17,4,3,2,0,2,1
22,1,240.0,7,21,4,2,0,0,2,1
32,1,65.0,7,4,2,1,1,0,1,1
72,1,85.5,4,18,4,0,1,3,2,0
9,0,86.0,12,16,4,1,0,0,1,1
19,1,93.0,2,19,4,2,1,0,2,1
46,0,75.0,11,12,3,2,2,0,2,1
129,0,137.7,8,25,4,2,0,0,3,1
38,0,60.0,1,10,3,3,2,0,2,1
36,1,108.0,10,20,4,1,0,3,1,1
48,1,137.7,4,11,4,2,1,0,3,0
0,1,115.0,6,7,4,1,0,0,1,1
39,0,51.19,3,15,4,3,0,3,2,1
123,0,146.7,8,21,4,0,1,0,2,1
0,1,107.0,11,2,4,4,1,0,2,1
132,1,124.8,7,29,4,2,1,0,2,1
270,2,80.0,4,20,3,4,0,0,2,1
29,0,104.0,12,23,4,2,1,0,2,1
70,0,99.3,4,17,4,1,2,0,2,1
204,0,128.7,8,29,4,2,1,0,3,0
0,2,150.0,10,20,4,1,0,3,2,1
150,2,76.5,8,13,4,3,0,0,2,1
1,2,139.5,9,16,4,1,0,0,1,1
16,1,283.67,8,19,4,2,1,1,2,1
112,1,111.78,5,4,4,4,0,0,2,1
23,1,94.36,10,2,4,3,2,3,2,1
16,3,165.0,9,5,4,1,2,0,2,1
5,2,90.0,8,24,4,3,1,0,2,1
87,0,76.5,8,13,4,3,2,0,2,0
8,2,159.75,9,1,4,4,0,0,2,1
37,0,116.1,5,13,4,1,0,3,1,1
2,1,179.0,8,9,4,2,0,0,2,1
3,1,79.0,11,26,2,1,0,0,1,1
26,2,99.17,11,12,4,4,2,0,2,1
52,1,99.0,3,21,4,0,1,0,2,1
31,1,80.3,2,4,4,3,0,0,2,1
5,1,89.0,4,5,2,1,0,0,1,1
166,0,96.3,8,27,4,1,2,0,2,0
13,0,109.0,4,25,4,2,1,3,2,0
69,1,111.3,12,30,4,4,0,0,2,1
3,0,139.0,10,19,4,0,1,0,1,1
57,1,54.98,3,10,4,1,0,0,1,1
28,0,85.5,6,20,3,2,1,0,2,1
45,0,126.0,10,3,4,2,1,0,2,0
71,0,78.3,2,17,4,3,0,0,2,0
443,0,65.0,4,29,4,1,0,0,2,0
192,2,76.5,8,6,4,3,2,0,2,1
65,0,0.0,3,23,4,0,0,0,2,1
173,0,105.3,8,2,4,2,0,0,2,0
37,1,175.5,10,15,4,1,1,0,3,1
29,0,67.0,4,5,2,3,0,0,1,1
46,0,156.6,11,18,4,2,0,0,2,1
6,1,196.0,4,23,4,1,1,0,2,1
125,2,105.3,8,20,4,2,2,0,2,1
102,1,72.25,12,19,4,4,2,0,2,0
44,0,101.52,9,20,4,4,0,0,2,1
130,2,103.56,7,16,4,1,2,0,2,1
78,2,110.84,12,26,4,4,1,0,2,1
19,0,85.5,10,7,2,1,0,0,1,1
35,2,71.25,11,26,2,4,2,0,2,1
204,0,100.0,5,5,3,3,0,0,2,0
2,1,119.0,4,20,2,1,0,0,1,1
18,1,169.0,6,30,4,3,0,0,2,1
277,1,89.14,9,5,3,5,2,1,2,1
35,2,128.7,4,18,4,1,1,0,3,1
7,0,111.33,9,7,4,2,1,0,2,1
108,1,97.02,4,27,4,5,2,0,2,1
38,1,170.1,9,9,4,2,1,1,2,1
54,2,123.3,10,25,4,1,0,0,2,1
102,0,72.25,12,5,4,1,2,0,2,0
1,1,45.0,1,22,3,1,0,0,1,1
46,0,80.75,3,28,3,3,1,0,2,1
21,0,93.5,3,9,4,4,0,0,2,0
7,1,160.0,10,18,4,4,0,0,2,1
13,2,112.0,11,2,4,1,0,0,1,1
0,2,106.84,8,19,4,9,3,0,2,1
77,3,127.38,9,21,4,3,0,0,2,1
1,0,95.0,9,20,0,1,0,0,1,1
47,2,81.0,12,24,4,1,0,0,1,1
3,0,120.0,9,19,2,1,2,0,2,1
9,0,70.4,1,28,4,3,1,0,2,1
76,1,111.3,4,28,4,3,0,0,1,0
110,3,93.08,4,10,4,2,2,0,2,1
71,1,80.75,6,17,3,2,2,0,2,1
178,1,92.94,6,27,4,3,1,0,2,1
17,1,74.1,9,11,4,0,2,3,2,1
18,1,151.0,7,3,4,0,1,0,2,1
36,2,119.5,10,20,4,2,0,3,2,1
14,1,0.0,8,13,4,1,1,0,0,1
30,0,69.9,2,25,4,3,0,3,2,0
